id,claimcst0,veh_value,exposure,veh_body,veh_age,gender,area,agecat,clm,numclaims
239,0,1.06,0.952776694,HBACK,2,F,A,6,0,0
240,0,1.67,0.70694279,SEDAN,3,M,A,3,0,0
241,0,1.23,0.701070088,SEDAN,3,F,A,4,0,0
242,0,0.36,0.270422139,COUPE,4,F,A,4,0,0
243,0,3.22,0.667505037,STNWG,1,F,A,2,0,0
244,0,1.33,0.375565362,MIBUS,4,F,A,3,0,0
245,0,0.48,0.186975292,HBACK,4,M,A,4,0,0
246,0,3,0.999317192,STNWG,1,F,A,3,0,0
247,0,1.63,0.195171735,SEDAN,2,M,A,3,0,0
248,0,1.37,0.986075123,HBACK,2,F,A,3,0,0
249,0,1.61,0.402978443,SEDAN,2,M,A,3,0,0
250,0,2.04,0.775473925,STNWG,2,M,A,3,0,0
251,0,2.18,0.121997633,SEDAN,1,F,A,2,0,0
252,0,1.3,0.326068512,HBACK,1,F,A,5,0,0
253,0,2.31,0.136287403,HBACK,1,F,A,4,0,0
254,0,1.22,0.588125092,HBACK,2,M,A,5,0,0
255,0,1.46,0.667116973,SEDAN,3,M,A,5,0,0
256,0,0.58,0.059389453,HBACK,4,F,A,4,0,0
257,0,1.36,0.086683589,UTE,4,M,A,5,0,0
258,0,1.39,0.789729398,HDTOP,4,M,A,4,0,0
259,0,1.35,0.761917498,HBACK,2,M,A,3,0,0
260,0,2,0.996595401,STNWG,2,F,A,5,0,0
261,0,2.52,0.943043572,STNWG,3,F,A,5,0,0
262,0,6.2,0.922821261,SEDAN,2,F,A,2,0,0
263,0,1.03,0.072789337,HBACK,3,F,A,3,0,0
264,0,1.84,0.643338448,SEDAN,2,F,A,4,0,0
265,0,2.86,0.580011809,SEDAN,1,F,A,3,0,0
266,0,0.46,0.22628677,SEDAN,4,M,A,6,0,0
267,0,1.59,0.066069544,HDTOP,4,M,A,2,0,0
268,0,2.59,0.231266228,STNWG,3,M,A,4,0,0
269,0,1.24,0.581140536,HBACK,2,F,A,3,0,0
270,0,1.27,0.045532935,HBACK,1,F,A,4,0,0
271,0,2.71,0.44148318,STNWG,3,F,A,2,0,0
272,0,0.63,0.725702526,PANVN,4,F,A,3,0,0
273,0,2.06,0.353658027,MIBUS,3,M,A,4,0,0
274,0,1,0.093138763,HBACK,3,M,A,6,0,0
275,0,1.4,0.937274639,HBACK,1,M,A,3,0,0
276,0,1.51,0.454568571,UTE,2,F,A,2,0,0
277,0,0.89,0.971946311,SEDAN,4,F,A,4,0,0
278,0,1.66,0.640088783,HBACK,3,F,A,3,0,0
279,0,1,0.575629045,HBACK,3,F,A,5,0,0
280,0,3.44,0.782797917,STNWG,3,F,A,3,0,0
281,0,1.44,0.872213136,SEDAN,2,F,A,1,0,0
282,0,2.15,0.634560352,SEDAN,2,M,A,4,0,0
283,0,1.69,0.040632202,PANVN,2,M,A,1,0,0
284,0,1.22,0.362064976,SEDAN,3,F,A,3,0,0
285,0,3.61,0.047831392,STNWG,3,F,A,2,0,0
286,0,1.71,0.062886203,HBACK,2,M,A,6,0,0
287,0,2.1,0.731725195,HBACK,1,F,A,3,0,0
288,0,1.6,0.791163205,HBACK,1,F,A,3,0,0
289,0,3.03,0.256349259,STNWG,2,F,A,6,0,0
290,0,1.11,0.602489118,HBACK,4,F,A,3,0,0
291,0,1.07,0.877306403,HBACK,2,F,A,1,0,0
292,0,1.96,0.655731405,SEDAN,2,F,A,4,0,0
293,0,0.38,0.214291946,HBACK,4,M,A,3,0,0
294,0,0.67,0.560918557,SEDAN,4,M,A,2,0,0
295,0,1.51,0.35872308,STNWG,4,M,A,5,0,0
296,0,1.7,0.04024017,UTE,2,M,A,2,0,0
297,0,0.98,0.695751889,SEDAN,3,M,A,5,0,0
298,0,1.44,0.766670494,HBACK,3,F,A,3,0,0
299,0,3.04,0.568422405,SEDAN,1,F,A,4,0,0
300,0,1.74,0.315768423,SEDAN,3,M,A,2,0,0
301,0,3.16,0.726177443,STNWG,3,F,A,4,0,0
302,0,1.2,0.713998082,SEDAN,3,M,A,3,0,0
303,0,1.1,0.69382823,HBACK,2,F,A,5,0,0
304,0,3.24,0.069456935,STNWG,1,M,A,6,0,0
305,0,2.65,0.677605748,SEDAN,2,M,A,4,0,0
306,0,1.59,0.192859364,HBACK,1,F,A,2,0,0
307,0,2.45,0.954294538,SEDAN,2,F,A,5,0,0
308,0,1.89,0.716508364,STNWG,3,M,A,3,0,0
309,0,4.18,0.336674668,STNWG,2,M,A,3,0,0
310,0,0.88,0.536319744,HBACK,3,F,A,3,0,0
311,0,1.88,0.242536969,UTE,3,M,A,2,0,0
312,0,0.39,0.99932075,HBACK,4,F,A,4,0,0
313,0,1.33,0.248442516,SEDAN,3,F,A,5,0,0
314,0,0.93,0.462399115,HBACK,3,F,A,2,0,0
315,0,0.76,0.542715841,STNWG,4,M,A,5,0,0
316,0,1.85,0.800758195,HBACK,3,F,A,4,0,0
317,0,0.93,0.254160128,SEDAN,3,F,A,4,0,0
318,0,2.13,0.521200666,SEDAN,2,F,A,2,0,0
319,0,3.26,0.865556362,STNWG,2,F,A,2,0,0
320,0,1.19,0.291741728,SEDAN,3,M,A,3,0,0
321,0,2.62,0.972834853,HDTOP,1,M,A,3,0,0
322,0,1.56,0.705780265,HBACK,2,M,A,4,0,0
323,0,0.5,0.066462298,SEDAN,4,F,A,3,0,0
324,0,0.92,0.991107216,HBACK,3,F,A,3,0,0
325,0,1.54,0.253092859,HBACK,2,M,A,2,0,0
326,0,3.99,0.909137215,UTE,1,M,A,1,0,0
327,0,1.48,0.972229477,HBACK,3,F,A,3,0,0
328,0,4.59,0.678268225,SEDAN,4,M,A,3,0,0
329,0,0.84,0.15247494,HBACK,3,F,A,4,0,0
330,0,2.46,0.424284664,STNWG,3,M,A,2,0,0
331,0,0.81,0.962143742,SEDAN,3,M,A,6,0,0
332,0,0.78,0.961291315,SEDAN,4,M,A,3,0,0
333,0,2.97,0.426119425,STNWG,1,F,A,5,0,0
334,0,0.26,0.778615944,HBACK,4,F,A,5,0,0
335,0,1.9,0.389680576,STNWG,4,F,A,2,0,0
336,0,1.18,0.002950113,SEDAN,3,M,A,5,0,0
337,0,1.95,0.67850741,HBACK,2,F,A,6,0,0
338,0,1.18,0.617506743,HBACK,3,F,A,1,0,0
339,0,2.68,0.115221466,UTE,1,M,A,4,0,0
340,0,6.56,0.206287301,STNWG,1,F,A,4,0,0
341,0,1.25,0.292442169,SEDAN,4,F,A,3,0,0
342,0,2.2,0.288340811,SEDAN,2,F,A,4,0,0
343,0,1.15,0.012597024,HBACK,2,M,A,4,0,0
344,0,6.62,0.116372121,SEDAN,1,F,A,4,0,0
345,0,1.79,0.397731741,MCARA,4,M,A,5,0,0
346,0,0.94,0.296405679,HBACK,3,F,A,4,0,0
347,0,2.01,0.716317578,SEDAN,2,F,A,2,0,0
348,0,2.02,0.31765965,SEDAN,2,F,A,2,0,0
349,0,1.32,0.396471202,HBACK,2,M,A,4,0,0
350,0,1.4,0.999319761,STNWG,4,M,A,4,0,0
351,0,2.66,0.222949843,HBACK,1,M,A,3,0,0
352,0,0.83,0.277428602,HBACK,3,M,A,2,0,0
353,0,1.55,0.727151825,HBACK,2,F,A,6,0,0
354,0,1.14,0.703970546,HBACK,3,M,A,2,0,0
355,0,2.38,0.197596589,STNWG,3,F,A,3,0,0
356,0,1.26,0.974788402,STNWG,3,F,A,4,0,0
357,0,1.99,0.013334756,SEDAN,1,M,A,2,0,0
358,0,1.03,0.042134174,STNWG,3,F,A,3,0,0
359,0,4.77,0.28324023,UTE,1,M,A,1,0,0
360,0,2.01,0.195578274,HDTOP,2,M,A,5,0,0
361,0,1.19,0.665535586,STNWG,4,M,A,4,0,0
362,0,1.22,0.090385076,HBACK,3,F,A,3,0,0
363,0,0.4,0.320686315,SEDAN,4,F,A,2,0,0
364,0,1.51,0.804227198,UTE,4,M,A,3,0,0
365,0,1.74,0.62188577,TRUCK,1,M,A,4,0,0
366,0,1.69,0.599702708,HBACK,1,F,A,3,0,0
367,0,1.1,0.913392678,HBACK,2,M,A,1,0,0
368,0,3.8,0.151137262,STNWG,2,M,A,2,0,0
369,0,0.81,0.702718032,SEDAN,3,M,A,5,0,0
370,0,0.53,0.955693464,HBACK,4,F,A,6,0,0
371,0,1.92,0.956755462,SEDAN,2,F,A,4,0,0
372,0,1.25,0.99932507,HBACK,3,F,A,3,0,0
373,0,1.74,0.352696333,SEDAN,3,F,A,5,0,0
374,0,1.41,0.673449865,SEDAN,3,M,A,4,0,0
375,0,1.16,0.676006493,SEDAN,3,F,A,2,0,0
376,0,2.76,0.09327918,SEDAN,1,F,A,2,0,0
377,0,0.84,0.510214711,HBACK,3,F,A,2,0,0
378,0,1.69,0.580709488,MIBUS,4,F,A,4,0,0
379,0,2.48,0.32106368,SEDAN,2,F,A,3,0,0
380,0,1.93,0.9532344,STNWG,4,M,A,4,0,0
381,0,1.59,0.418036923,HBACK,2,F,A,5,0,0
382,0,1.62,0.999332094,SEDAN,2,M,A,1,0,0
383,0,1.32,0.716121799,HBACK,2,M,A,3,0,0
384,0,0.59,0.24934585,HBACK,4,F,A,6,0,0
385,0,0.95,0.354074994,HBACK,3,M,A,1,0,0
386,0,0.91,0.656812059,UTE,4,M,A,3,0,0
387,0,1.57,0.412584781,SEDAN,2,F,A,6,0,0
388,0,1.14,0.020072503,HBACK,4,M,A,3,0,0
389,0,0.95,0.430874227,HBACK,3,M,A,3,0,0
390,0,1.45,0.649988599,HBACK,1,F,A,5,0,0
391,0,1.34,0.248808866,HBACK,3,F,A,5,0,0
392,0,1.21,0.373817162,STNWG,4,M,A,2,0,0
393,0,2.73,0.914666841,STNWG,3,M,A,5,0,0
394,0,1.71,0.434650616,SEDAN,3,F,A,3,0,0
395,0,1.89,0.966598692,SEDAN,3,M,A,2,0,0
396,0,0.45,0.664975148,STNWG,4,M,A,6,0,0
397,0,1.34,0.317219723,HBACK,2,F,A,2,0,0
398,0,2.22,0.017640741,SEDAN,1,F,A,4,0,0
399,0,1.58,0.658547162,SEDAN,2,F,A,4,0,0
400,0,1.74,0.399808631,PANVN,2,F,A,5,0,0
401,0,0.92,0.66394054,SEDAN,3,F,A,1,0,0
402,0,2.11,0.356906706,STNWG,3,M,A,2,0,0
403,0,1.79,0.315240885,PANVN,3,M,A,3,0,0
404,0,0.75,0.691313719,HBACK,3,F,A,2,0,0
405,0,0.76,0.694587248,SEDAN,4,M,A,4,0,0
406,0,1.52,0.008713786,STNWG,4,M,A,2,0,0
407,0,1.84,0.305649321,SEDAN,3,M,A,4,0,0
408,0,1.39,0.359571874,HBACK,2,F,A,4,0,0
409,0,1.91,0.111593222,SEDAN,1,M,A,6,0,0
410,0,2.94,0.419040998,HDTOP,2,M,A,4,0,0
411,0,0.8,0.337295191,HBACK,4,M,A,6,0,0
412,0,1.75,0.303085035,TRUCK,4,M,A,4,0,0
413,0,0.77,0.122048695,STNWG,4,M,A,1,0,0
414,0,1.51,0.082546433,UTE,3,M,A,6,0,0
415,0,1.19,0.892793103,COUPE,3,M,A,4,0,0
416,0,1.23,0.948868112,SEDAN,2,M,A,2,0,0
417,0,1.42,0.322436588,HBACK,1,F,A,2,0,0
418,0,2.89,0.261080713,TRUCK,2,M,A,4,0,0
419,0,2.2,0.804521523,STNWG,3,F,A,4,0,0
420,0,2.31,0.074952016,SEDAN,2,F,A,4,0,0
421,0,1.19,0.163917421,HBACK,3,F,A,3,0,0
422,0,2.02,0.578008098,HBACK,1,M,A,2,0,0
423,0,3.3,0.887985331,STNWG,2,F,A,2,0,0
424,0,1.13,0.230349312,SEDAN,3,M,A,3,0,0
425,0,0.79,0.134147269,SEDAN,4,F,A,2,0,0
426,0,1.3,0.189529658,SEDAN,3,M,A,5,0,0
427,0,1.4,0.822925286,SEDAN,3,F,A,4,0,0
428,0,2.04,0.348244626,SEDAN,1,F,A,4,0,0
429,0,5.31,0.094383158,STNWG,1,M,A,2,0,0
430,0,0.75,0.255867738,HBACK,3,F,A,3,0,0
431,0,1.34,0.135249385,HBACK,3,F,A,2,0,0
432,0,0.31,0.983086504,SEDAN,4,F,A,4,0,0
433,0,2.08,0.34668742,PANVN,2,M,A,3,0,0
434,0,0.38,0.228982837,HBACK,4,M,A,5,0,0
435,0,4.59,0.35134977,STNWG,2,M,A,1,0,0
436,0,1.62,0.571772908,SEDAN,2,F,A,2,0,0
437,0,3.16,0.444353601,STNWG,3,F,A,2,0,0
438,0,1.6,0.111719893,HBACK,1,F,A,4,0,0
439,0,2.45,0.656996105,HBACK,1,M,A,6,0,0
440,0,0.38,0.8312565,SEDAN,4,F,A,6,0,0
441,0,0.85,0.221564629,HBACK,4,F,A,1,0,0
442,0,2.55,0.93775309,STNWG,3,F,A,1,0,0
443,0,2.13,0.938340004,HBACK,1,F,A,1,0,0
444,0,2.85,0.879120686,STNWG,1,M,A,5,0,0
